,RegistrationDate,BirthYear,EnrollmentStatus,CumLoanAtEntry,EngPlacement,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,CompleteCIP1,TermGPA,CumGPA,Parent Adjusted Gross Income,Total Scholarship,Total Grant,Total Loan,Dropout
553,20120125,1990,2,-1,0,-2.0,-2.0,51.3801,-1.0,4.0,24.69005,4.0,3.93,99273.0,0.0,0.0,11000.0,0
554,20111215,1987,2,-1,0,-2.0,-2.0,23.0101,13.1209,0.0,-2.0,3.0,3.1,0.0,0.0,14329.0,0.0,1
555,20120427,1971,2,-1,0,-2.0,-2.0,45.0601,-1.0,0.0,-2.0,4.0,3.83,0.0,6500.0,7738.0,12199.0,0
556,20111215,1979,2,-1,0,-2.0,-2.0,32.38036666666667,8.413933333333334,0.0,-2.0,2.766666666666667,2.99,0.0,0.0,24485.0,18800.0,1
557,20120114,1985,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,4.0,3.7,0.0,0.0,694.0,0.0,1
558,20111216,1960,2,-1,0,-2.0,-2.0,51.3801,-1.0,4.0,24.69005,4.0,4.0,0.0,0.0,0.0,0.0,0
559,20120104,1984,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,4.0,3.75,0.0,0.0,0.0,9508.0,1
560,20120105,1978,1,-2,1,0.0,0.0,0.0,-1.0,0.0,-2.0,4.0,3.41,0.0,0.0,39903.0,40750.0,1
561,20120726,1992,2,-1,0,-2.0,-2.0,43.0399,-1.0,8.0,43.0399,4.0,3.65,66282.0,0.0,3316.0,38573.0,0
562,20120413,1994,1,-2,1,0.0,0.0,52.0201,-1.0,0.0,-2.0,2.175,2.43,58086.0,0.0,18032.0,25570.0,0
563,20120111,1973,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,4.0,3.25,0.0,0.0,0.0,22900.0,0
564,20120716,1993,1,-2,1,0.0,0.0,43.0199,-1.0,0.0,-2.0,1.7,1.7,83721.0,0.0,0.0,6251.0,1
565,20120417,1994,1,-2,1,-2.0,0.0,40.0501,-1.0,0.0,-2.0,3.7,3.51,22797.0,0.0,49112.0,0.0,1
566,20120710,1994,1,-2,1,0.0,0.0,45.1001,-1.0,0.0,-2.0,4.0,3.88,0.0,0.0,43722.0,0.0,0
567,20120807,1994,1,-2,1,-2.0,0.0,26.0101,-1.0,0.0,-2.0,3.175,3.2975,49712.0,0.0,33439.0,39770.0,0
568,20120413,1994,1,-2,1,0.0,0.0,13.1209,-1.0,0.0,-2.0,3.0,3.43,82629.0,0.0,0.0,0.0,0
569,20120522,1994,1,-2,1,0.0,0.0,54.0101,13.1001,0.0,-2.0,3.85,3.575,52438.0,0.0,8703.0,8229.0,0
570,20130528,1986,2,-1,0,-2.0,-2.0,52.0201,-1.0,8.0,52.0201,4.0,3.28,0.0,0.0,20149.0,0.0,0
571,20120802,1994,1,-2,1,0.0,0.0,52.0201,-1.0,0.0,-2.0,3.075,3.055,10282.0,0.0,53208.97,5715.0,0
572,20120524,1974,2,-1,0,-2.0,-2.0,13.1209,-1.0,0.0,-2.0,3.7,3.79,0.0,0.0,0.0,9000.0,1
573,20120321,1994,1,-2,1,0.0,0.0,52.0201,-1.0,0.0,-2.0,3.7,2.88,18959.0,0.0,43582.0,13300.0,0
574,20120110,1989,2,-1,0,-2.0,-2.0,16.0905,13.1209,0.0,-2.0,3.7,3.04,13972.0,0.0,39025.0,18420.0,1
575,20160824,1987,2,-1,0,-2.0,-2.0,11.0101,-1.0,0.0,-2.0,2.65,1.97,0.0,0.0,5815.0,0.0,0
576,20120118,1966,2,-1,0,-2.0,-2.0,23.010100000000005,8.413466666666666,0.0,-2.0,3.1666666666666665,2.773333333333333,0.0,0.0,13606.0,31234.0,1
577,20140117,1992,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,0.0,2.27,27705.0,0.0,16939.0,17250.0,1
578,20120413,1994,1,-2,1,-2.0,0.0,27.0101,13.1209,0.0,-2.0,3.3,3.44,35805.0,0.0,33547.0,0.0,0
579,20130828,1994,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,4.0,3.58,161650.0,0.0,0.0,46460.0,0
580,20120621,1994,1,-2,1,0.0,0.0,52.1401,-1.0,0.0,-2.0,4.0,3.24,79739.0,0.0,0.0,47437.0,0
581,20120503,1993,1,-2,1,0.0,0.0,21.00505,6.06045,0.0,-2.0,3.15,3.095,128632.0,0.0,0.0,57000.0,0
582,20120502,1994,1,-2,1,-2.0,0.0,52.0301,-1.0,0.0,-2.0,3.85,3.46,67255.0,0.0,13873.0,4500.0,0
583,20120723,1994,1,-2,0,-2.0,-2.0,27.0101,-1.0,0.0,-2.0,3.7,3.94,103868.0,44106.7,0.0,0.0,0
584,20120418,1993,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,3.7,1.58,28802.0,0.0,37872.0,0.0,1
585,20120711,1991,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,1.0,2.97,0.0,0.0,24912.0,28843.0,1
586,20120419,1971,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,4.0,3.96,0.0,0.0,5456.0,7500.0,0
587,20120523,1985,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,3.3,3.61,0.0,500.0,9343.0,12862.0,1
588,20120410,1994,1,-2,1,0.0,0.0,0.0,-1.0,0.0,-2.0,0.85,0.63,137455.0,0.0,0.0,5500.0,1
589,20120626,1994,1,-2,1,0.0,0.0,40.5101,19.53005,0.0,-2.0,3.75,2.955,45136.0,0.0,6945.0,34412.0,1
590,20120507,1994,1,-2,1,-2.0,0.0,52.0801,-1.0,0.0,-2.0,3.3,3.36,109097.0,0.0,28584.0,7000.0,0
591,20120710,1979,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,3.65,3.49,0.0,0.0,19115.0,8000.0,1
592,20120412,1991,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,2.3,3.16,157300.0,0.0,0.0,30000.0,0
593,20120416,1962,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,3.15,3.49,0.0,0.0,0.0,0.0,1
594,20120524,1989,2,-1,0,0.0,-2.0,50.0903,-1.0,7.0,50.0903,4.0,3.44,217530.0,0.0,0.0,0.0,0
595,20120712,1994,1,-2,1,0.0,0.0,0.0,-1.0,0.0,-2.0,4.0,2.53,14483.0,0.0,45886.0,10500.0,0
596,20140828,1994,1,-2,1,0.0,0.0,26.0101,-1.0,0.0,-2.0,1.5,2.52,9386.0,0.0,35594.0,6500.0,0
597,20120626,1994,1,-2,1,0.0,0.0,0.0,-1.0,0.0,-2.0,3.65,3.02,166575.0,0.0,0.0,0.0,1
598,20120418,1994,1,-2,1,0.0,0.0,52.0301,-1.0,0.0,-2.0,2.0,1.71,121663.0,0.0,0.0,3500.0,1
599,20120627,1991,1,-2,1,0.0,0.0,43.0199,-1.0,8.0,43.0199,4.0,3.36,16797.0,0.0,53128.0,0.0,0
600,20120620,1993,1,-2,1,0.0,0.0,0.0,-1.0,0.0,-2.0,2.0,2.72,16919.0,0.0,23041.0,3500.0,1
601,20120627,1993,1,-2,1,0.0,0.0,20.02505,-1.0,2.0,8.512525,1.75,2.8775,14472.0,0.0,66785.0,0.0,0
602,20120112,1968,2,-1,0,-2.0,-2.0,51.0,-1.0,0.0,-2.0,3.3833333333333333,3.233333333333333,0.0,0.0,20401.0,41000.0,0
603,20120111,1982,2,-1,0,-2.0,-2.0,52.0801,-1.0,0.0,-2.0,2.85,3.41,0.0,0.0,0.0,29115.0,0
604,20120123,1992,2,-1,0,-2.0,-2.0,23.0101,-1.0,3.5,10.50505,2.175,3.0700000000000003,0.0,0.0,35315.0,18000.0,0
605,20140408,1969,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,4.0,3.95,0.0,815.2,0.0,17750.0,0
606,20120424,1994,1,-2,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,3.75,3.795,123158.0,15000.0,0.0,0.0,0
607,20120627,1994,1,-2,1,0.0,0.0,43.0199,-1.0,0.0,-2.0,3.3,2.57,15334.0,0.0,50165.0,13000.0,1
608,20121213,1993,1,-2,1,0.0,0.0,11.0101,-1.0,0.0,-2.0,3.0,2.5,19728.0,0.0,17193.0,0.0,1
609,20120413,1994,1,-2,1,0.0,0.0,52.0201,-1.0,8.0,52.0201,2.3,3.0,49035.0,0.0,7053.0,27630.0,0
610,20120112,1963,2,-1,0,-2.0,-2.0,29.1155,-1.0,0.0,-2.0,2.85,3.005,0.0,0.0,15937.0,14937.0,0
611,20120716,1994,1,-2,1,0.0,0.0,23.0101,-1.0,0.0,-2.0,3.5,2.895,24303.0,0.0,55545.0,0.0,0
612,20120621,1994,1,-2,1,0.0,0.0,9.0101,-1.0,0.0,-2.0,4.0,3.49,11649.0,0.0,61524.0,13000.0,0
613,20120806,1994,1,-2,1,0.0,0.0,26.0101,-1.0,0.0,-2.0,2.0,2.35,25809.0,0.0,47109.0,19307.0,0
614,20130611,1994,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,2.15,2.69,22235.0,0.0,21717.0,2842.0,1
615,20120627,1994,1,-2,1,0.0,0.0,43.0199,-1.0,0.0,-2.0,2.0,3.01,30418.0,0.0,40497.0,45000.0,0
616,20120627,1994,1,-2,1,0.0,0.0,50.0901,-1.0,0.0,-2.0,4.0,2.6,62264.0,0.0,25634.0,27250.0,0
617,20120530,1994,1,-2,0,-2.0,-2.0,50.0901,-1.0,0.0,-2.0,3.765,2.62,24580.0,3558.1,35772.0,14500.0,1
618,20120627,1994,1,-2,1,0.0,0.0,43.0199,-1.0,0.0,-2.0,4.0,3.4,16767.0,0.0,52235.0,0.0,0
619,20121126,1994,1,-2,1,0.3333333333333333,0.0,28.00673333333333,-1.0,0.0,-2.0,2.6666666666666665,3.633333333333333,33299.0,250.0,28423.0,17625.0,0
620,20120501,1993,1,-2,1,0.0,0.0,26.0101,-1.0,0.0,-2.0,2.0,2.615,22542.0,0.0,47141.19,10250.0,0
621,20120521,1993,1,-2,0,0.0,-2.0,52.0301,-1.0,0.0,-2.0,3.2,2.92,0.0,0.0,54728.0,4162.0,0
622,20120531,1994,1,-2,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,2.85,2.64,46093.0,0.0,32238.0,0.0,1
623,20120702,1993,1,-2,1,-2.0,0.0,52.0301,-1.0,0.0,-2.0,2.0,2.25,41933.0,0.0,45823.0,19678.0,0
624,20120502,1986,2,-1,0,0.0,-2.0,26.0101,-1.0,0.0,-2.0,0.58,2.09,0.0,0.0,9707.0,7500.0,1
625,20120529,1994,1,-2,1,0.0,0.0,43.0199,-1.0,8.0,43.0199,2.7,2.98,29874.0,0.0,30431.0,28000.0,0
626,20120426,1989,2,-1,0,-2.0,-2.0,52.0801,-1.0,4.0,25.04005,2.15,2.93,24964.0,0.0,0.0,18000.0,0
627,20120626,1994,1,-2,0,0.0,-2.0,26.0101,-1.0,0.0,-2.0,1.5,3.105,40956.0,0.0,13529.0,26516.0,0
628,20120508,1989,1,-2,0,0.0,-2.0,43.0203,-1.0,0.0,-2.0,3.333333333333333,3.3833333333333333,0.0,0.0,5550.0,0.0,1
629,20130115,1993,2,-1,0,-2.0,-2.0,33.56515,6.05005,0.0,-2.0,4.0,3.965,185468.0,20814.0,0.0,45269.0,0
630,20120117,1985,2,-1,0,-2.0,-2.0,45.1001,-1.0,0.0,-2.0,0.5,2.875,0.0,0.0,7828.0,42831.0,1
631,20150506,1993,2,-1,0,-2.0,-2.0,51.0999,-1.0,0.0,-2.0,2.76,2.87,16958.0,0.0,12205.0,0.0,1
632,20120417,1977,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,3.82,3.73,0.0,0.0,0.0,3750.0,1
633,20120731,1974,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.91,3.79,0.0,1000.0,0.0,12500.0,0
634,20120718,1994,1,-2,1,0.0,0.0,43.0199,-1.0,0.0,-2.0,3.7,3.38,144441.0,43106.7,0.0,0.0,0
635,20151223,1994,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,4.0,3.76,0.0,0.0,16281.0,12500.0,0
636,20150618,1994,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,2.7,3.57,41942.0,0.0,7387.0,0.0,0
637,20120531,1994,1,-2,1,0.0,0.0,27.0101,-1.0,0.0,-2.0,3.0,2.9,18270.0,0.0,32505.0,31000.0,0
638,20120815,1994,1,-2,1,0.0,0.0,50.0701,-1.0,0.0,-2.0,1.0,2.65,74834.0,0.0,0.0,0.0,1
639,20120627,1994,1,-2,1,0.0,0.0,23.0101,-1.0,0.0,-2.0,2.85,2.95,0.0,2000.0,70210.0,19000.0,0
640,20120716,1993,1,-2,1,0.0,0.0,54.0101,-1.0,0.0,-2.0,4.0,3.36,28100.0,0.0,45397.0,17172.0,0
641,20120627,1994,1,-2,0,0.0,-2.0,42.0101,-1.0,0.0,-2.0,3.0,3.73,28000.0,17000.0,36364.0,2500.0,0
642,20120418,1994,1,-2,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,4.0,3.81,102000.0,43106.7,0.0,0.0,0
643,20120724,1994,1,-2,1,0.0,0.0,43.0199,-1.0,0.0,-2.0,0.0,0.0,26180.0,0.0,2775.0,2750.0,1
644,20120423,1963,2,-1,0,-2.0,-2.0,52.0201,-1.0,0.0,-2.0,2.65,2.155,0.0,0.0,0.0,37000.0,0
645,20120416,1994,1,-2,0,0.0,-2.0,27.0101,-1.0,0.0,-2.0,2.7,3.86,50463.0,24500.0,12808.0,0.0,0
646,20120410,1982,2,-1,0,-2.0,-2.0,42.0101,6.06045,0.0,-2.0,4.0,3.475,0.0,0.0,30791.0,0.0,0
647,20120606,1994,1,-2,1,0.0,0.0,26.0101,-1.0,0.0,-2.0,4.0,3.82,19132.0,0.0,8373.0,0.0,1
648,20120521,1983,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,2.35,2.89,0.0,0.0,13485.0,25244.0,0
649,20120723,1993,1,-2,1,0.0,0.0,54.0101,-1.0,0.0,-2.0,0.0,2.67,61510.0,0.0,0.0,43928.0,1
650,20120605,1994,1,-2,1,0.0,0.0,43.0199,-1.0,0.0,-2.0,3.475,3.325,59220.0,0.0,17324.0,0.0,0
651,20120502,1993,1,-2,0,0.0,-2.0,0.0,-1.0,0.0,-2.0,3.58,3.15,28713.0,0.0,33033.0,22000.0,1
652,20120509,1993,1,-2,1,0.0,0.0,0.0,-1.0,0.0,-2.0,4.0,3.41,0.0,250.0,5550.0,0.0,0
653,20120424,1992,1,-2,1,0.0,0.0,26.0101,-1.0,0.0,-2.0,3.0,3.22,30404.0,0.0,35613.3,30375.0,0
654,20160419,1997,1,-2,0,0.0,-2.0,24.0102,-1.0,0.0,-2.0,0.88,3.58,162911.0,0.0,0.0,5500.0,0
655,20120419,1995,1,-2,1,0.0,0.0,40.0501,-1.0,0.0,-2.0,2.0,3.0,37400.0,0.0,22344.0,8734.0,1
656,20141218,1994,2,-1,0,-2.0,-2.0,54.0101,13.1001,0.0,-2.0,3.3,3.57,36329.0,0.0,22230.0,0.0,0
657,20120521,1994,1,-2,1,0.0,0.0,0.0,-1.0,0.0,-2.0,3.3,3.62,50370.0,0.0,7705.0,9000.0,1
658,20120802,1993,1,-2,1,0.0,0.0,45.1101,-1.0,0.0,-2.0,2.8,2.51,0.0,11813.79,56182.0,45526.0,0
659,20120626,1993,1,-2,0,0.0,-2.0,43.0199,-1.0,0.0,-2.0,2.15,2.69,17542.0,0.0,29858.0,21000.0,0
660,20120627,1993,1,-2,1,0.0,0.0,34.0,-1.0,2.6666666666666665,15.666666666666664,2.6666666666666665,3.5666666666666664,7998.0,0.0,50766.0,11500.0,0
661,20120517,1994,1,-2,1,0.0,0.0,43.0199,-1.0,0.0,-2.0,2.0,2.31,109689.0,0.0,0.0,21500.0,0
662,20120614,1994,1,-2,1,0.0,0.0,23.0101,-1.0,0.0,-2.0,3.0,2.71,82765.0,0.0,7858.0,11500.0,1
663,20120430,1994,1,-2,0,-2.0,-2.0,52.1101,-1.0,0.0,-2.0,2.0,2.2350000000000003,0.0,0.0,31833.0,0.0,0
664,20150115,1992,2,-1,0,-2.0,-2.0,43.0199,43.0399,0.0,-2.0,3.3,3.18,18238.0,0.0,14691.0,8250.0,0
665,20120402,1991,2,-1,0,-2.0,-2.0,43.0203,-1.0,0.0,-2.0,1.25,3.09,125000.0,1217.03,0.0,11000.0,1
666,20140717,1984,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,4.0,3.88,0.0,0.0,0.0,6250.0,1
667,20130702,1990,2,-1,0,-2.0,-2.0,26.0101,-1.0,3.5,12.00505,2.65,2.705,-2155.0,0.0,7203.0,0.0,0
668,20120620,1985,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,3.3,3.21,0.0,0.0,10200.0,0.0,0
669,20140710,1980,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,2.0,3.53,0.0,0.0,0.0,12500.0,1
670,20130612,1959,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,4.0,3.22,0.0,0.0,9444.0,10250.0,1
671,20120427,1994,1,-2,0,-2.0,-2.0,27.0101,-1.0,0.0,-2.0,3.325,3.67,134031.0,0.0,0.0,3500.0,1
672,20120814,1988,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,4.0,3.18,0.0,0.0,4600.0,23250.0,0
673,20130822,1986,2,-1,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,3.125,3.09,0.0,0.0,19048.0,29250.0,0
674,20130526,1971,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,4.0,3.93,0.0,10653.3,0.0,0.0,0
675,20120416,1976,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,4.0,3.67,0.0,0.0,0.0,10500.0,0
676,20120709,1994,1,-2,1,0.0,0.0,45.1101,-1.0,0.0,-2.0,4.0,2.66,77383.0,0.0,0.0,41130.0,0
677,20120606,1994,1,-2,1,0.0,0.0,42.0101,-1.0,0.0,-2.0,1.65,2.06,97990.0,0.0,0.0,41000.0,0
678,20120530,1993,1,-2,1,0.0,0.0,43.0399,-1.0,0.0,-2.0,3.0,2.86,63182.0,0.0,1625.0,74453.0,0
679,20121221,1986,2,-1,0,-2.0,-2.0,51.3801,-1.0,4.0,24.69005,3.925,3.755,0.0,0.0,8572.0,4783.0,0
680,20140610,1994,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,3.3,2.89,0.0,0.0,17572.0,20000.0,0
681,20140623,1994,2,-1,0,-2.0,-2.0,51.0,-1.0,0.0,-2.0,4.0,3.7,69207.0,10000.0,5000.0,0.0,0
682,20120711,1994,1,-2,1,-2.0,0.0,26.0101,-1.0,0.0,-2.0,2.0,1.48,96137.0,0.0,0.0,9500.0,1
683,20120424,1994,1,-2,1,0.0,0.0,52.0201,-1.0,0.0,-2.0,4.0,2.53,27564.0,0.0,54795.0,9500.0,0
684,20120518,1992,2,-1,0,-2.0,-2.0,23.0101,-1.0,0.0,-2.0,3.7,2.92,60504.0,0.0,18293.0,28000.0,0
685,20150716,1993,2,-1,1,0.0,0.0,16.0905,6.06045,3.5,7.045249999999999,3.5,3.575,23773.0,0.0,23828.0,6000.0,0
686,20140115,1994,1,-2,1,-2.0,1.0,42.0101,-1.0,0.0,-2.0,1.7,0.85,21192.0,0.0,11125.45,2250.0,1
687,20150810,1987,2,-1,0,-2.0,-2.0,51.3801,-1.0,4.0,24.69005,3.35,3.785,0.0,0.0,0.0,15174.0,0
688,20140701,1982,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,2.7,3.61,0.0,0.0,8966.0,3500.0,0
689,20130125,1987,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,1.7,2.41,0.0,0.0,12041.0,20300.0,0
690,20120423,1982,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,4.0,3.97,0.0,0.0,0.0,22500.0,0
691,20120514,1994,1,-2,0,0.0,-2.0,42.0101,-1.0,0.0,-2.0,1.7,2.33,57398.0,0.0,0.0,43757.0,1
692,20120627,1994,1,-2,1,0.0,0.0,9.0101,-1.0,0.0,-2.0,4.0,3.41,30963.0,0.0,67535.0,0.0,0
693,20120705,1988,2,-1,0,-2.0,-2.0,52.0201,-1.0,0.0,-2.0,3.15,2.36,0.0,0.0,2100.0,25000.0,1
694,20120403,1992,2,-1,0,-2.0,-2.0,45.1001,5.0207,0.0,-2.0,3.35,3.53,-40260.0,0.0,11195.0,0.0,0
695,20120416,1994,1,-2,0,0.0,-2.0,23.0101,23.0101,0.0,-2.0,3.5,3.71,9498.0,25286.4,47940.0,12453.0,0
696,20120626,1978,2,-1,0,-2.0,-2.0,40.0601,-1.0,0.0,-2.0,3.15,3.305,0.0,0.0,9077.0,43750.0,1
697,20120426,1973,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,4.0,3.38,0.0,0.0,20035.0,29658.0,0
698,20120718,1994,1,-2,0,-2.0,-2.0,0.0,-1.0,0.0,-2.0,1.7,3.23,21386.0,0.0,19202.0,0.0,1
699,20120712,1963,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,2.78,2.98,0.0,0.0,13202.0,13000.0,0
700,20120710,1994,1,-2,1,0.0,0.0,11.0101,-1.0,8.0,11.0101,3.7,3.5,14000.0,0.0,48112.0,0.0,0
701,20120614,1994,1,-2,1,0.0,0.0,52.0201,-1.0,0.0,-2.0,4.0,3.73,176178.0,20000.0,0.0,17000.0,0
702,20120417,1994,1,-2,1,-2.0,0.0,26.0101,-1.0,4.0,12.00505,3.75,3.35,47926.0,0.0,14790.0,21750.0,1
703,20130624,1994,1,-2,1,0.0,0.0,45.1101,-1.0,0.0,-2.0,3.35,2.49,0.0,0.0,53463.0,4630.0,0
704,20120809,1977,2,-1,0,-2.0,-2.0,27.0101,-1.0,0.0,-2.0,3.0,3.32,0.0,0.0,0.0,13750.0,1
705,20120711,1987,2,-1,0,-2.0,-2.0,26.0101,-1.0,4.0,12.00505,3.65,3.435,69686.0,0.0,6395.0,18000.0,0
706,20120529,1991,2,-1,0,-2.0,-2.0,50.0901,-1.0,0.0,-2.0,4.0,3.28,140000.0,0.0,0.0,0.0,0
707,20120426,1994,1,-2,0,0.0,-2.0,51.0,-1.0,4.0,24.5,1.5,3.285,81726.0,0.0,10375.0,92452.0,0
708,20120731,1985,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,3.7,3.24,0.0,0.0,3800.0,20000.0,0
709,20120718,1979,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,3.7,3.845,0.0,2400.0,0.0,0.0,1
710,20131025,1985,2,-1,0,-2.0,-2.0,52.0301,-1.0,4.0,25.01505,3.775,2.635,0.0,0.0,6777.0,35500.0,0
711,20120410,1977,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,4.0,3.43,0.0,0.0,6123.0,20220.0,0
712,20130709,1988,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,0.0,3.21,0.0,0.0,336.0,1000.0,1
713,20120509,1985,2,-1,0,-2.0,-2.0,27.0101,-1.0,0.0,-2.0,4.0,3.59,0.0,20192.79,0.0,0.0,0
714,20121120,1983,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,3.65,3.86,0.0,0.0,14951.0,19000.0,0
715,20140612,1985,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,2.86,3.04,0.0,0.0,11421.0,19000.0,0
716,20120731,1989,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.9,3.85,26000.0,0.0,0.0,34531.0,0
717,20120626,1990,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,4.0,3.36,0.0,0.0,11195.0,14250.0,0
718,20120517,1991,2,-1,0,-2.0,-2.0,42.0101,13.1209,3.5,20.00505,3.85,3.77,87311.0,0.0,0.0,13000.0,0
719,20120501,1990,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,3.65,3.73,60243.0,0.0,0.0,3500.0,0
720,20120411,1983,2,-1,0,-2.0,-2.0,43.0399,-1.0,8.0,43.0399,3.87,3.6,0.0,21075.1,0.0,0.0,0
721,20120514,1994,1,-2,1,-2.0,0.0,27.0101,13.1202,0.0,-2.0,2.65,3.17,52360.0,0.0,18306.0,27500.0,0
722,20140708,1989,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.8,3.56,0.0,0.0,0.0,29500.0,0
723,20130107,1976,2,-1,0,-2.0,-2.0,51.3801,-1.0,4.0,24.69005,3.5,3.705,0.0,0.0,0.0,20750.0,0
724,20120412,1992,2,-1,0,-2.0,-2.0,52.0301,-1.0,4.0,25.01505,4.0,3.79,46614.0,0.0,6300.0,0.0,0
725,20120713,1959,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,4.0,3.82,0.0,0.0,0.0,0.0,0
726,20130429,1995,1,-2,1,0.0,0.0,45.1101,-1.0,7.0,45.1101,4.0,2.85,23415.0,0.0,47939.0,0.0,0
727,20130508,1995,1,-2,1,-2.0,0.0,0.0,-1.0,0.0,-2.0,3.0,2.25,140186.0,10653.3,0.0,87300.0,0
728,20120529,1993,1,-2,1,-2.0,0.0,26.0101,-1.0,0.0,-2.0,2.08,2.08,50603.0,0.0,5392.0,5500.0,1
729,20120709,1994,1,-2,1,0.0,0.0,42.0101,-1.0,3.5,20.00505,2.925,2.71,173217.0,0.0,0.0,0.0,0
730,20120611,1987,2,-1,0,-2.0,-2.0,42.0101,-1.0,2.333333333333333,12.670033333333334,2.6666666666666665,2.52,0.0,0.0,9515.0,39000.0,0
731,20120731,1984,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.62,3.66,0.0,0.0,0.0,0.0,0
732,20140731,1988,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,2.7,3.2,0.0,0.0,0.0,5500.0,0
733,20120410,1982,2,-1,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,4.0,3.36,0.0,0.0,10586.0,14000.0,0
734,20120514,1994,1,-2,1,0.0,0.0,51.0,-1.0,8.0,51.0,0.0,3.18,19546.0,0.0,46847.0,19893.0,0
735,20120731,1976,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.69,3.44,27300.0,0.0,0.0,50555.0,0
736,20120828,1989,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,4.0,3.81,73038.0,0.0,0.0,39166.0,0
737,20130416,1994,1,-2,0,0.0,-2.0,51.3801,-1.0,0.0,-2.0,2.7,2.43,0.0,0.0,43497.0,2639.0,0
738,20120418,1964,2,-1,0,-2.0,-2.0,54.0101,-1.0,0.0,-2.0,4.0,3.9,0.0,12500.0,7322.0,25500.0,0
739,20120625,1994,1,-2,0,0.0,-2.0,40.0601,-1.0,0.0,-2.0,1.5,2.15,103272.0,0.0,0.0,77713.0,0
740,20120711,1994,1,-2,1,0.0,0.0,11.0101,-1.0,0.0,-2.0,0.0,3.3,36598.0,0.0,13390.0,9000.0,1
741,20160727,1994,2,-1,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,3.04,1.74,7321.0,0.0,9855.0,7500.0,0
742,20120619,1982,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,4.0,3.85,0.0,15748.45,4398.0,0.0,0
