StudentID,Zip,RegistrationDate,Gender,BirthYear,Hispanic,AmericanIndian,Asian,Black,NativeHawaiian,White,TwoOrMoreRace,HSDip,HSDipYr,HSGPAWtd,FirstGen,DualHSSummerEnroll,EnrollmentStatus,NumColCredAttemptTransfer,NumColCredAcceptTransfer,CumLoanAtEntry,HighDeg,MathPlacement,EngPlacement,GatewayMathStatus,GatewayEnglishStatus,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,Complete2,CompleteCIP1,CompleteCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,Total Scholarship,Total Work Study,Total Grant,Total Loan,Dropout
296051,7305.0,20150621,2,1981,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,96.5,51.5,-1,0,0,0,0,0,-2.0,-2.0,51.0,-1.0,4.0,0.0,24.5,-2.0,-1.0,6.0,2.325,3.19,1,27011.0,0.0,2,1,2,0.0,0.0,1305.0,22000.0,0
296362,7733.0,20121221,1,1988,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,81.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,52.0251,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.15,3.145,1,10335.0,0.0,2,2,3,0.0,0.0,21466.0,19048.0,1
296410,7304.0,20111129,1,1962,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,60.0,54.0,-1,0,0,0,1,0,-2.0,-2.0,50.0901,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.35,2.19,4,16086.0,0.0,2,3,2,0.0,0.0,17062.0,29187.0,1
296578,8736.0,20120831,2,1983,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,63.0,63.0,-1,2,0,0,0,0,-2.0,-2.0,43.0399,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.0,3.97,3,35674.0,0.0,2,2,2,0.0,0.0,11095.0,21000.0,0
296586,7020.0,20121127,1,1990,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,102.0,54.0,-1,0,0,0,0,0,-2.0,-2.0,52.0201,-1.0,8.0,0.0,52.0201,-2.0,-1.0,6.0,3.0,2.91,1,12055.0,58496.0,3,3,2,0.0,0.0,17412.0,25404.0,0
296847,7307.0,20140625,2,1993,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,80.0,59.0,-1,0,0,0,0,0,-2.0,-2.0,43.0199,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.5,2.83,1,6656.0,0.0,2,1,3,0.0,0.0,24671.0,28111.0,0
296906,7109.0,20130501,2,1985,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,-1.0,84.0,-1,0,0,0,0,1,-2.0,-2.0,52.0201,-1.0,4.0,0.0,25.01005,-2.0,-1.0,6.0,4.0,3.9,2,29097.0,0.0,2,2,2,0.0,0.0,2175.0,25000.0,0
296933,7304.0,20140714,2,1993,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,59.0,59.0,-1,2,0,0,0,0,-2.0,-2.0,13.1209,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,4.0,3.47,1,6624.0,18232.0,2,1,2,0.0,0.0,18244.0,13108.0,1
297119,7047.0,20130827,2,1993,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,60.0,51.0,-1,0,0,0,0,0,-2.0,-2.0,45.1101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.15,3.08,1,0.0,16485.0,1,2,2,0.0,0.0,24846.0,17445.0,0
297143,7306.0,20140109,2,1993,0,0,1,0,0,0,0,1,2011,-1,-1,0,2,72.0,66.0,-1,2,0,0,1,0,-2.0,-2.0,26.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,4.0,3.25,1,5236.0,36435.0,3,2,2,0.0,0.0,22830.0,0.0,0
297144,7621.0,20121127,1,1993,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,45.2,47.0,-1,0,0,0,1,0,-2.0,-2.0,43.0199,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.3,3.12,1,2855.0,45902.0,3,2,3,0.0,0.0,1405.0,0.0,0
297184,7307.0,20131220,2,1993,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,62.0,62.0,-1,2,0,0,0,0,-2.0,-2.0,23.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,4.0,3.73,1,0.0,28453.0,1,2,3,0.0,0.0,20860.0,0.0,0
297193,7002.0,20140410,1,1992,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,77.0,60.0,-1,2,0,0,0,0,-2.0,-2.0,43.0199,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.85,3.97,1,11545.0,43202.0,3,3,3,8000.0,30.0,1180.0,11251.0,0
297208,7002.0,20120620,2,1994,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,16.0,13.0,-1,0,1,0,0,1,0.0,-2.0,39.5201,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.5,2.515,1,10508.0,18521.0,2,2,2,0.0,0.0,34409.0,3500.0,0
297392,7307.0,20120814,2,1988,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,46.0,96.0,-1,0,0,0,0,0,-2.0,-2.0,42.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,4.0,3.73,1,2656.0,0.0,2,3,3,0.0,0.0,8295.0,15080.0,0
297609,7002.0,20160719,2,1992,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,-2.0,-2.0,51.3899,-1.0,8.0,0.0,51.3899,-2.0,-1.0,6.0,3.56,3.16,1,8631.0,48889.0,2,2,3,0.0,0.0,0.0,29780.0,0
297651,7304.0,20121212,2,1992,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,94.0,48.0,-1,2,0,0,0,0,-2.0,-2.0,43.0199,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.5,3.4,1,0.0,0.0,2,2,3,0.0,0.0,17896.0,10000.0,1
297870,7083.0,20120828,2,1978,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,-2.0,-2.0,51.3899,-1.0,8.0,0.0,51.3899,-2.0,-1.0,6.0,4.0,4.0,2,105838.0,0.0,2,2,2,0.0,0.0,0.0,12500.0,0
298023,8822.0,20150107,1,1983,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,75.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,52.0201,52.0801,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.65,3.62,1,38907.0,0.0,2,2,2,0.0,0.0,0.0,5250.0,0
298224,7731.0,20140430,1,1993,1,0,0,0,0,0,0,1,2011,-1,-1,0,2,66.0,62.0,-1,2,1,0,0,0,0.0,-2.0,43.0199,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,4.0,3.36,1,23114.0,136263.0,3,3,3,0.0,0.0,0.0,13500.0,0
298523,7306.0,20111215,1,1988,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,61.0,54.0,-1,2,0,0,0,0,-2.0,-2.0,52.0201,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,1.35,2.195,1,0.0,36745.0,3,3,1,0.0,3000.0,15757.0,15255.0,1
298558,7726.0,20111213,2,1984,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,68.0,60.0,-1,2,0,0,0,0,-2.0,-2.0,34.3534,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.6,3.1966666666666668,1,28221.0,0.0,3,2,3,0.0,0.0,0.0,26000.0,0
298559,7002.0,20150105,1,1990,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,51.5,23.0,-1,0,0,0,0,0,-2.0,-2.0,50.0701,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.7,1.67,1,7752.0,0.0,2,2,3,0.0,0.0,15138.0,18134.0,0
298581,7302.0,20120731,2,1984,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,-2.0,-2.0,51.3899,-1.0,8.0,0.0,51.3899,-2.0,-1.0,6.0,3.8,3.63,1,71342.0,0.0,3,1,2,0.0,0.0,0.0,12500.0,0
298733,7002.0,20120719,2,1993,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,30.0,25.0,-1,0,0,0,0,0,-2.0,-2.0,34.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.575,2.645,1,0.0,51132.0,3,3,3,0.0,0.0,23833.0,17000.0,0
298981,7205.0,20120605,2,1993,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,23.0,23.0,-1,0,0,1,1,0,-2.0,0.0,42.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.6,2.315,1,2548.0,81674.0,3,2,3,0.0,0.0,0.0,17500.0,0
299077,7047.0,20120123,1,1986,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,-2.0,-2.0,0.0,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.0,2.29,1,0.0,22100.0,1,2,2,0.0,0.0,24559.0,14938.0,1
299093,7002.0,20130125,2,1992,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,53.0,44.0,-1,0,0,0,0,0,-2.0,-2.0,23.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.85,3.71,1,0.0,50157.0,2,2,2,0.0,0.0,1548.0,24713.0,0
299388,7306.0,20140605,2,1993,0,0,0,0,0,0,0,1,-1,-1,-1,0,2,59.0,51.0,-1,2,0,0,0,0,-2.0,-2.0,26.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.775,2.6950000000000003,1,21956.0,37210.0,2,2,2,0.0,0.0,0.0,0.0,0
299538,7307.0,20160106,1,1993,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,95.0,71.0,-1,0,0,0,0,0,-2.0,-2.0,43.0199,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.7,2.93,1,4636.0,42262.0,2,3,3,1500.0,0.0,10068.0,8100.0,0
299675,7083.0,20120809,1,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,33.0,20.0,-1,0,0,0,1,0,-2.0,-2.0,51.0,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,1.4666666666666668,2.643333333333333,1,9611.0,194301.0,3,3,2,0.0,0.0,2166.0,20900.0,0
299729,7111.0,20140723,2,1979,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,148.5,84.0,-1,0,0,0,0,0,-2.0,-2.0,51.0,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,0.0,3.24,1,2650.0,0.0,3,3,2,0.0,0.0,17760.0,16000.0,0
300001,7086.0,20140514,2,1993,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,53.0,65.0,-1,2,1,1,0,0,0.0,0.0,40.0601,-1.0,3.5,0.0,19.03005,-2.0,-1.0,6.0,2.65,3.33,1,19243.0,115796.0,3,3,3,9112.0,0.0,0.0,10888.0,0
300145,7305.0,20150826,2,1993,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,94.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,42.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.0,3.22,1,22202.0,50123.0,2,3,2,0.0,0.0,0.0,20000.0,0
300178,7306.0,20111123,2,1993,1,0,0,0,0,0,0,1,2011,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,0.0,0.0,51.0,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.5,2.68,1,0.0,18110.0,1,1,3,0.0,0.0,53499.0,18847.0,0
300453,7103.0,20140121,2,1985,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,120.0,83.0,-1,0,0,0,0,0,-2.0,-2.0,51.3801,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,1.85,3.12,2,46895.0,0.0,2,2,2,0.0,0.0,6240.0,11000.0,0
300484,7753.0,20120412,2,1968,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,69.0,65.0,-1,2,0,0,0,0,-2.0,-2.0,52.0301,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,4.0,3.64,4,23435.0,0.0,2,2,2,2425.0,0.0,12371.0,0.0,1
300486,7747.0,20130801,1,1993,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,69.0,61.0,-1,2,0,0,0,0,-2.0,-2.0,43.0399,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.5,3.4450000000000003,1,14564.0,133146.0,1,3,3,0.0,0.0,0.0,40536.0,0
300491,7087.0,20140604,2,1992,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,65.0,65.0,-1,2,0,0,0,0,-2.0,-2.0,45.1101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.7,3.8,1,7612.0,0.0,3,2,3,0.0,0.0,18544.0,0.0,0
300555,7110.0,20111215,2,1973,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,-2.0,-2.0,54.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,4.0,3.9,1,18812.0,0.0,2,3,2,2000.0,0.0,4408.0,20500.0,0
300578,7305.0,20111128,1,1962,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,71.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,42.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.3,3.56,3,12266.0,0.0,2,2,2,0.0,0.0,18282.0,28250.0,0
300581,7106.0,20140121,2,1984,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,-1.0,96.0,-1,0,0,0,0,0,-2.0,-2.0,51.3801,-1.0,4.0,0.0,24.69005,-2.0,-1.0,6.0,3.925,3.64,1,26818.0,0.0,2,2,2,0.0,0.0,0.0,10714.0,0
300938,7305.0,20120712,2,1991,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,90.0,87.0,-1,0,0,0,0,0,-2.0,-2.0,52.0801,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.7,3.49,1,4535.0,64570.0,3,3,3,0.0,1000.0,0.0,10250.0,0
300950,7010.0,20120712,2,1992,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,31.0,25.0,-1,0,0,0,0,0,-2.0,-2.0,26.0101,13.1209,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.675,3.745,1,5336.0,11265.0,1,2,2,0.0,0.0,41536.0,0.0,0
301157,8802.0,20120515,1,1993,1,0,0,0,0,0,0,1,2011,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,0.0,0.0,52.1401,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.7,2.55,1,0.0,0.0,3,2,1,250.0,2000.0,15574.0,0.0,0
301180,7307.0,20150813,1,1993,0,1,0,0,0,0,0,1,-1,-1,-1,0,2,64.0,61.0,-1,0,0,0,0,0,-2.0,-2.0,43.0399,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,0.0,3.18,1,9877.0,34194.0,3,2,2,0.0,0.0,7978.0,5500.0,1
301317,7304.0,20120502,1,1989,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,-2.0,-2.0,52.0201,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.85,3.12,2,38276.0,0.0,2,2,2,0.0,0.0,3527.0,21000.0,0
301513,7719.0,20120417,1,1990,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,69.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,52.0201,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.35,3.81,1,5300.0,99727.0,3,3,3,21075.1,0.0,6358.0,2750.0,0
301587,8361.0,20120731,2,1985,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,-2.0,-2.0,51.3899,-1.0,8.0,0.0,51.3899,-2.0,-1.0,6.0,3.91,3.89,1,5443.0,0.0,1,2,2,0.0,0.0,0.0,50225.0,0
301738,7103.0,20110127,1,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,16.0,22.0,-1,0,0,0,0,0,-2.0,-2.0,52.0301,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.85,3.1,1,0.0,0.0,2,2,3,0.0,0.0,42901.0,0.0,1
301792,8872.0,20130806,1,1971,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,-2.0,-2.0,51.3899,-1.0,8.0,0.0,51.3899,-2.0,-1.0,6.0,3.2,3.01,2,37292.0,10000.0,3,2,2,0.0,0.0,0.0,12803.0,0
301870,7002.0,20140603,1,1992,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,74.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,52.0301,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.85,3.185,1,8423.0,0.0,2,2,3,0.0,0.0,16846.0,1857.0,1
301924,6111.0,20120906,1,1982,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,-2.0,-2.0,51.3899,-1.0,8.0,0.0,51.3899,-2.0,-1.0,6.0,3.76,3.83,1,20256.0,0.0,2,1,2,0.0,0.0,0.0,32500.0,0
301982,7064.0,20110125,2,1969,0,0,0,1,0,0,0,2,-1,-1,-1,0,2,0.0,0.0,-1,0,0,0,1,1,-2.0,-2.0,52.0801,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.0,2.69,1,0.0,0.0,2,2,3,0.0,2000.0,33227.0,0.0,0
302055,7002.0,20130101,1,1987,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,69.0,66.0,-1,0,0,0,0,0,-2.0,-2.0,52.0301,-1.0,8.0,0.0,52.0301,-2.0,-1.0,6.0,3.7,3.35,1,17032.0,0.0,3,3,3,0.0,0.0,35509.0,11250.0,0
302074,7006.0,20120731,2,1986,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,-2.0,-2.0,51.3899,-1.0,8.0,0.0,51.3899,-2.0,-1.0,6.0,3.64,3.33,2,33051.0,0.0,3,3,2,0.0,0.0,0.0,5500.0,0
302125,7306.0,20120809,1,1993,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,17.0,17.0,-1,0,0,0,0,0,-2.0,-2.0,26.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.425,3.15,1,0.0,7086.0,3,3,3,0.0,0.0,42772.0,18949.0,0
302136,7022.0,20120110,2,1960,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,78.0,72.0,-1,0,0,0,0,0,-2.0,-2.0,52.0301,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.0,3.8,3,37198.0,0.0,2,1,2,0.0,0.0,15258.0,11000.0,0
302152,7307.0,20130123,2,1986,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,80.0,80.0,-1,0,0,0,0,0,-2.0,-2.0,54.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.925,2.68,1,0.0,0.0,2,3,2,0.0,0.0,28603.0,24660.0,1
302393,7724.0,20130717,1,1983,0,0,0,0,0,0,1,1,-1,-1,-1,0,2,98.5,84.0,-1,2,0,0,0,0,-2.0,-2.0,45.1101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.0,2.66,1,0.0,0.0,2,2,1,0.0,0.0,15091.0,22000.0,1
302465,7724.0,20111125,2,1988,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,104.0,62.0,-1,2,0,0,0,0,-2.0,-2.0,54.0101,13.1209,0.0,0.0,-2.0,-2.0,-1.0,6.0,0.0,2.8,1,7896.0,0.0,2,3,3,0.0,0.0,0.0,0.0,0
302477,7724.0,20120501,2,1983,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,84.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,52.0301,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,0.0,2.86,1,28388.0,0.0,2,2,2,0.0,0.0,0.0,37761.0,1
302505,7307.0,20111216,2,1993,0,0,1,0,0,0,0,1,2011,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,0.0,0.0,50.0701,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.15,2.0,1,0.0,41398.0,2,2,3,0.0,0.0,16945.0,15000.0,1
302559,7086.0,20120523,2,1989,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,40.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,13.1001,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.7,3.74,2,26534.0,0.0,3,3,1,8000.0,0.0,13011.0,7900.0,0
302578,7753.0,20120508,1,1983,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,63.0,65.0,-1,2,0,0,0,0,-2.0,-2.0,52.0301,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.5,3.205,1,28207.0,0.0,2,2,2,8000.0,0.0,605.0,18000.0,1
302644,7747.0,20121211,2,1974,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,75.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,52.0301,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.85,3.47,2,77471.0,0.0,2,3,2,0.0,0.0,9125.0,23000.0,0
302667,7071.0,20120731,2,1978,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,-2.0,-2.0,51.3899,-1.0,8.0,0.0,51.3899,-2.0,-1.0,6.0,4.0,3.97,1,106087.0,0.0,2,2,2,0.0,0.0,0.0,43508.0,0
302714,7093.0,20110125,2,1984,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,128.0,90.0,-1,0,0,0,0,0,-2.0,-2.0,43.0399,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.35,3.88,2,23896.0,0.0,2,2,2,0.0,0.0,13601.0,21750.0,0
302718,7047.0,20131213,2,1993,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,18.0,17.0,-1,0,1,1,0,1,0.0,0.0,52.0801,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,1.075,2.11,1,0.0,20420.0,2,2,1,0.0,0.0,33010.0,11582.0,0
302730,7050.0,20120821,2,1977,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,33.5,19.0,-1,0,0,0,0,0,-2.0,-2.0,48.5701,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,3.5,3.1900000000000004,1,32865.0,0.0,2,3,2,0.0,0.0,40801.0,45812.0,0
302781,7307.0,20120106,2,1989,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,84.0,78.0,-1,0,0,0,0,0,-2.0,-2.0,52.0201,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,1.5,2.65,1,7511.0,17372.0,2,1,3,0.0,1000.0,19797.0,17100.0,0
302812,7306.0,20120410,1,1992,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,52.0,55.0,-1,0,0,0,0,0,-2.0,-2.0,40.0501,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.0,2.78,1,12178.0,23293.0,3,3,3,0.0,2000.0,20453.0,3500.0,1
302853,7305.0,20120411,2,1994,0,0,0,1,0,0,0,1,2011,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.7,2.52,1,580.0,101291.0,2,2,3,0.0,0.0,0.0,53500.0,0
303016,7093.0,20120620,1,1987,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,53.0,21.0,-1,0,0,0,0,0,-2.0,-2.0,26.010100000000005,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,1.0,2.353333333333333,1,20163.0,0.0,1,3,2,0.0,0.0,11607.0,11000.0,1
303018,7304.0,20130822,2,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,69.0,44.0,-1,0,0,0,0,0,-2.0,-2.0,34.0301,-1.0,2.333333333333333,0.0,7.3367,-2.0,-1.0,6.0,2.766666666666667,2.3633333333333333,1,4178.0,0.0,2,2,2,0.0,0.0,34965.0,36250.0,1
303058,7305.0,20120814,2,1987,0,0,0,1,0,0,0,1,2005,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,0.0,-2.0,52.0801,43.0399,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.85,3.675,2,31368.0,0.0,3,3,2,500.0,0.0,2695.0,46500.0,0
303062,7087.0,20130107,1,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,68.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,43.0199,43.0399,8.0,0.0,43.0199,-2.0,-1.0,6.0,3.7,3.46,1,0.0,9349.0,3,3,3,0.0,0.0,0.0,0.0,0
303102,7624.0,20140519,2,1986,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,150.0,79.0,-1,0,0,0,0,0,-2.0,-2.0,51.3801,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.0,3.63,1,35910.0,0.0,2,3,2,0.0,0.0,0.0,18000.0,0
303186,7719.0,20111213,2,1964,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,69.0,66.0,-1,2,0,0,0,0,-2.0,-2.0,52.0801,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,4.0,3.72,4,26926.0,0.0,3,2,2,0.0,0.0,7581.0,20750.0,1
303213,7306.0,20120906,2,1991,0,0,0,0,0,0,1,1,-1,-1,-1,0,2,51.0,38.0,-1,2,0,0,0,0,-2.0,-2.0,27.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.35,1.795,1,0.0,2570.0,2,2,3,0.0,3065.0,24718.0,18250.0,1
303269,7094.0,20141119,2,1988,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,148.0,96.0,-1,3,0,0,0,0,-2.0,-2.0,0.0,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,4.0,3.93,1,24597.0,0.0,3,2,2,0.0,0.0,0.0,0.0,1
303274,7731.0,20130612,2,1960,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,68.0,65.0,-1,2,0,0,0,0,-2.0,-2.0,52.0301,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,4.0,3.88,2,78060.0,0.0,2,2,2,0.0,0.0,1295.0,18000.0,0
303487,7087.0,20120626,2,1988,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,85.0,70.0,-1,2,0,0,0,0,-2.0,-2.0,51.3801,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,1.0,3.06,1,0.0,55204.0,2,2,2,0.0,0.0,5520.0,1000.0,1
303615,7010.0,20150729,2,1990,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,28.0,28.0,-1,0,0,0,1,0,-2.0,-2.0,54.0101,-1.0,0.0,0.0,-2.0,-2.0,-1.0,6.0,2.3,2.86,2,19756.0,0.0,3,2,2,0.0,0.0,11157.0,18000.0,0
303707,7728.0,20111215,2,1987,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,109.0,82.0,-1,2,0,0,0,0,-2.0,-2.0,51.3801,-1.0,8.0,0.0,51.3801,-2.0,-1.0,6.0,3.3,3.86,1,7628.0,0.0,3,3,2,0.0,0.0,6244.0,0.0,0
